Customer_ID,Nama,Usia,Pekerjaan,Penghasilan_Bulanan_Juta,Kemampuan_Teknologi,Kebutuhan_Bisnis,Beli_Windows,Tanggal_Registrasi
CUST16455,Enteng Prayoga,57,Mahasiswa,1.58,0.17,0.31,0,2024-12-24
CUST16456,Septi Wacana,53,Engineer,13.88,0.38,0.5,0,2025-09-03
CUST16457,Kasim Farida,46,Driver Online,4.15,0.77,0.83,0,2025-05-17
CUST16458,dr. Silvia Usamah,50,Marketing,13.1,0.04,0.64,0,2025-07-26
CUST16459,drg. Jane Narpati,56,Designer,10.66,0.19,0.54,0,2025-09-11
CUST16460,"Embuh Narpati, M.M.",56,Pengusaha,32.29,0.47,0.39,1,2025-08-10
CUST16461,dr. Nardi Januar,64,Konsultan,14.34,0.46,0.81,0,2025-04-12
CUST16462,"drg. Kenari Marbun, S.Kom",38,Karyawan Swasta,9.55,0.5,0.67,0,2025-07-14
CUST16463,"Puti Hani Natsir, S.IP",24,Manager,28.69,0.15,0.69,1,2025-05-14
CUST16464,"Wisnu Rajata, S.Pt",65,Peneliti,7.12,0.58,0.71,0,2025-10-06
CUST16465,KH. Edi Rahmawati,50,Arsitek,14.6,0.37,0.61,1,2025-01-24
CUST16466,Dt. Jayadi Andriani,50,Perawat,8.88,0.41,0.71,0,2025-10-19
CUST16467,"R.M. Galur Hutagalung, M.Ak",25,Akuntan,6.91,0.04,0.89,1,2025-07-25
CUST16468,Mustofa Anggriawan,31,Freelancer,2.88,0.13,0.24,0,2025-06-30
CUST16469,dr. Ayu Novitasari,56,Marketing,8.19,0.17,0.42,0,2025-10-11
CUST16470,Carla Palastri,63,Akuntan,10.13,0.49,0.21,0,2025-05-28
CUST16471,"H. Danuja Firgantoro, M.Ak",20,Koki,4.65,0.01,0.87,1,2025-08-20
CUST16472,Kania Yuliarti,33,Programmer,11.94,0.31,0.42,1,2025-10-15
CUST16473,Nadine Prakasa,35,Driver Online,3.65,0.89,0.94,1,2024-12-07
CUST16474,Shakila Ramadan,31,Dokter,13.49,0.2,0.58,0,2025-06-03
CUST16475,Wage Ramadan,36,Driver Online,4.81,0.06,0.34,0,2025-07-09
CUST16476,Hilda Riyanti,59,Manager,32.41,0.51,0.99,1,2025-06-01
CUST16477,Lala Tarihoran,49,Akuntan,17.06,0.05,0.68,0,2025-11-16
CUST16478,Keisha Suwarno,24,Blogger,6.34,0.99,0.96,1,2024-12-08
CUST16479,"Dasa Prasasta, S.Pt",39,Koki,7.65,0.52,0.54,1,2025-11-12
CUST16480,Zalindra Kusumo,41,YouTuber,5.75,0.28,0.73,1,2025-08-02
CUST16481,Victoria Simanjuntak,46,Programmer,16.37,0.35,0.79,1,2025-08-22
CUST16482,"Wulan Kusumo, M.Pd",33,Driver Online,3.47,0.62,0.0,0,2025-05-11
CUST16483,Argono Mandala,64,Wiraswasta,7.9,0.49,0.83,1,2025-05-11
CUST16484,"Drs. Usyi Kurniawan, S.Sos",51,Dokter,10.17,0.46,0.95,1,2025-08-01
CUST16485,Suci Waskita,39,Karyawan Swasta,5.75,0.38,0.51,0,2025-09-12
CUST16486,Rahmi Mulyani,21,Hotel Staff,5.44,0.5,0.38,0,2025-10-26
CUST16487,Gamani Firgantoro,52,Programmer,17.41,0.89,0.6,1,2025-04-08
CUST16488,"Digdaya Sitompul, S.Pd",29,Manager,30.9,0.48,0.78,1,2025-09-16
CUST16489,Ika Nugroho,22,Wiraswasta,3.57,0.44,0.04,0,2025-06-16
CUST16490,Lukita Halimah,25,Mahasiswa,4.54,0.67,0.72,1,2025-05-09
CUST16491,"Ika Utami, M.TI.",18,Designer,5.89,0.01,0.77,0,2025-08-05
CUST16492,"Putri Lailasari, S.I.Kom",58,Manager,26.98,0.6,0.75,1,2025-02-17
CUST16493,Ir. Irma Saragih,27,Pengusaha,30.56,0.57,0.81,1,2025-10-07
CUST16494,Jati Prasasta,31,Content Creator,4.5,0.17,0.48,0,2025-11-14
CUST16495,Adiarja Firgantoro,35,Koki,2.3,0.39,0.9,0,2025-04-20
CUST16496,Cagak Hidayat,21,Mahasiswa,1.25,0.74,0.75,0,2025-08-02
CUST16497,"Dodo Puspita, S.Pt",41,Karyawan Swasta,5.29,0.04,0.35,0,2025-08-15
CUST16498,Jasmin Nainggolan,58,Koki,3.84,0.58,0.83,0,2025-06-03
CUST16499,Cahyadi Hidayanto,58,Sales,3.47,0.83,0.76,0,2025-01-31
CUST16500,"Winda Namaga, S.IP",41,Freelancer,1.0,0.3,0.75,0,2025-07-14
CUST16501,Jasmin Gunarto,25,Hotel Staff,9.38,0.98,0.02,1,2025-02-08
CUST16502,Putri Rahimah,31,Dokter,17.34,0.21,0.27,0,2025-09-16
CUST16503,"Yani Nuraini, M.Ak",26,Pensiunan,5.92,0.6,0.81,0,2024-12-23
CUST16504,Ibrani Wijayanti,47,Arsitek,19.34,0.54,0.72,0,2025-01-31
CUST16505,Ega Yuniar,30,YouTuber,3.33,0.38,0.02,0,2025-10-06
CUST16506,Gandi Santoso,63,Content Creator,17.91,0.9,0.46,1,2025-01-06
CUST16507,Febi Maryati,62,Dosen,29.68,0.24,0.52,0,2025-10-04
CUST16508,Rini Samosir,22,Sales,4.29,0.38,0.72,0,2025-04-01
CUST16509,"Drs. Alambana Pradipta, S.Psi",36,Mahasiswa,4.48,0.13,0.19,0,2025-03-31
CUST16510,Sutan Maryanto Najmudin,58,Wiraswasta,6.76,0.58,0.23,0,2025-05-24
CUST16511,Maman Dabukke,54,Mahasiswa,2.46,0.36,0.12,0,2024-12-22
CUST16512,"Aisyah Gunarto, S.Pt",29,Hotel Staff,5.55,0.12,0.16,0,2025-05-28
CUST16513,"Elisa Wijaya, S.Psi",29,Content Creator,22.37,0.42,0.1,1,2025-05-16
CUST16514,Cakrawangsa Hutapea,55,Designer,19.12,0.96,0.47,1,2024-12-14
CUST16515,Devi Kusmawati,29,Freelancer,3.54,0.09,0.71,0,2024-11-28
CUST16516,Nilam Tarihoran,53,Karyawan Swasta,6.14,0.88,0.96,0,2025-05-03
CUST16517,"R. Qori Setiawan, S.Pd",24,Sales,5.85,0.36,0.17,0,2025-01-11
CUST16518,Darimin Hutapea,65,Mahasiswa,1.75,0.45,0.41,0,2025-10-08
CUST16519,Sutan Prayogo Megantara,61,Sales,5.75,0.35,0.88,0,2025-06-11
CUST16520,R.M. Lamar Hutagalung,58,Akuntan,17.16,0.16,0.61,1,2025-07-06
CUST16521,Usyi Kuswoyo,49,Pengusaha,11.21,0.22,0.77,0,2025-04-21
CUST16522,"Tiara Damanik, S.Pd",46,Designer,13.79,0.08,0.5,1,2024-12-20
CUST16523,dr. Rahayu Rajasa,55,Dokter,32.93,0.93,0.76,1,2025-08-29
CUST16524,Adikara Pratama,40,Dokter,11.64,0.28,0.52,0,2025-10-19
CUST16525,Jamalia Oktaviani,55,Marketing,12.49,0.95,0.9,1,2024-12-24
CUST16526,Aswani Permata,37,Peneliti,7.61,0.9,0.31,0,2025-09-12
CUST16527,"Sutan Ganep Hutagalung, S.Kom",46,YouTuber,23.13,0.98,0.75,1,2025-03-20
CUST16528,"Radika Dabukke, S.Farm",23,Arsitek,29.61,0.79,0.07,1,2025-05-10
CUST16529,Hj. Ida Nugroho,61,Karyawan Swasta,8.4,0.32,0.01,0,2025-04-04
CUST16530,Drs. Yuliana Usamah,36,Pensiunan,6.67,0.43,0.89,0,2025-04-03
CUST16531,Juli Utama,48,Pengusaha,27.9,0.36,0.4,0,2025-06-20
CUST16532,Carub Pranowo,50,Pengusaha,22.16,0.37,0.04,0,2025-11-23
CUST16533,"Almira Siregar, S.Sos",19,YouTuber,10.35,0.97,0.38,1,2025-03-10
CUST16534,Taufan Ramadan,20,Wiraswasta,7.22,0.03,0.41,0,2025-10-15
CUST16535,"Rina Natsir, S.Kom",53,Driver Online,3.98,0.11,0.79,0,2024-12-03
CUST16536,Ifa Hakim,21,Koki,7.51,0.3,0.68,0,2025-08-22
CUST16537,Irwan Mayasari,64,Driver Online,1.7,0.61,0.49,0,2025-09-22
CUST16538,"Nabila Melani, S.H.",49,Mahasiswa,2.6,0.81,0.58,0,2025-05-31
CUST16539,R. Lasmono Rahmawati,39,Pengusaha,20.34,0.27,0.8,0,2025-05-09
CUST16540,Nabila Kuswandari,50,Programmer,9.82,0.58,0.66,1,2025-07-03
CUST16541,Elon Latupono,38,Mahasiswa,4.14,0.33,0.53,0,2025-05-22
CUST16542,Michelle Firmansyah,51,Karyawan Swasta,3.82,0.76,0.68,0,2025-09-17
CUST16543,Ulva Sirait,31,Dokter,20.84,0.58,0.35,1,2025-06-10
CUST16544,Yance Astuti,53,Programmer,17.81,0.32,0.6,0,2024-12-28
CUST16545,"Atma Yulianti, S.Farm",32,Guru,9.77,0.85,0.06,0,2025-03-28
CUST16546,Salimah Oktaviani,46,Dosen,13.34,0.72,0.18,1,2025-07-22
CUST16547,Ganep Salahudin,18,Dokter,12.8,0.18,0.55,0,2025-09-20
CUST16548,Siska Siregar,46,Dosen,25.02,0.64,0.31,0,2024-12-28
CUST16549,Asman Lazuardi,24,Engineer,16.17,0.92,0.1,1,2025-07-11
CUST16550,Latika Tamba,55,Guru,9.19,0.38,0.85,0,2025-08-20
CUST16551,Cut Uchita Wacana,65,Mahasiswa,1.26,0.0,0.25,0,2025-07-29
CUST16552,Omar Gunarto,41,Pensiunan,5.85,0.64,0.5,0,2025-03-03
CUST16553,Syahrini Hastuti,47,Perawat,7.05,0.41,0.02,0,2025-11-17
CUST16554,Jaka Farida,48,Wiraswasta,3.45,0.43,0.14,0,2025-08-28
CUST16555,Gawati Marpaung,23,Koki,3.39,0.27,0.15,0,2025-04-15
CUST16556,"T. Daliono Namaga, S.IP",64,Wiraswasta,6.95,0.8,0.64,0,2025-04-06
CUST16557,Aurora Sitorus,53,Mahasiswa,2.28,0.57,0.79,0,2024-12-28
CUST16558,drg. Harto Hidayanto,48,Freelancer,2.08,0.74,0.16,0,2024-12-12
CUST16559,"Bakti Rahayu, S.Kom",18,Marketing,9.48,0.41,0.24,0,2025-11-17
CUST16560,Cici Maryati,30,Programmer,9.14,0.08,0.55,0,2025-04-20
CUST16561,Jail Saptono,23,Pensiunan,5.99,0.06,0.83,0,2025-08-31
CUST16562,Oskar Mardhiyah,32,Peneliti,7.73,0.22,0.49,0,2025-08-30
CUST16563,Laila Tamba,49,Manager,19.49,0.77,0.87,1,2024-12-25
CUST16564,"Prabawa Pratama, S.T.",41,Sales,4.81,0.08,0.54,0,2025-08-01
CUST16565,"drg. Rina Mustofa, S.I.Kom",34,Blogger,22.42,0.51,0.18,1,2025-10-09
CUST16566,Candra Kuswandari,60,YouTuber,12.41,0.84,0.64,0,2025-04-06
CUST16567,Laras Sihotang,36,Content Creator,21.97,0.11,0.15,0,2025-02-19
CUST16568,Gambira Saptono,30,Dosen,30.99,0.68,0.16,1,2025-07-13
CUST16569,Dr. Intan Safitri,26,Koki,7.53,0.66,0.89,1,2025-07-30
CUST16570,H. Najam Prabowo,19,Konsultan,6.83,0.02,0.85,0,2025-10-16
CUST16571,Jamalia Samosir,50,YouTuber,15.8,0.44,0.59,0,2025-01-03
CUST16572,Kambali Mayasari,62,Perawat,7.83,0.24,0.87,0,2025-01-19
CUST16573,"Dr. Raditya Wahyuni, S.H.",50,Marketing,13.67,0.49,0.11,0,2025-02-08
CUST16574,Gatra Siregar,57,YouTuber,23.87,0.41,0.92,1,2025-02-09
CUST16575,"Ega Waluyo, M.Ak",32,Hotel Staff,9.21,0.08,0.57,0,2025-03-20
CUST16576,Zulfa Mardhiyah,38,Peneliti,2.97,0.02,0.37,0,2025-09-06
CUST16577,"Laswi Permadi, S.Gz",56,Dosen,25.26,0.42,0.94,0,2025-06-14
CUST16578,Kadir Natsir,26,Akuntan,10.24,0.37,0.73,1,2025-07-25
CUST16579,Bella Melani,62,Peneliti,7.14,0.71,0.46,0,2025-03-27
CUST16580,"Danuja Saragih, M.Farm",31,Content Creator,13.62,0.97,0.93,1,2024-12-21
CUST16581,T. Elvin Haryanto,21,Karyawan Swasta,4.39,0.16,0.72,0,2025-04-21
CUST16582,Citra Riyanti,48,Marketing,6.35,0.55,0.45,1,2025-04-19
CUST16583,Hj. Amelia Rajata,59,Programmer,14.89,0.83,0.03,0,2025-02-17
CUST16584,Yulia Habibi,33,Marketing,9.21,0.71,0.45,0,2025-08-29
CUST16585,Gamblang Kurniawan,43,Akuntan,10.13,0.4,0.03,0,2025-03-02
CUST16586,Unjani Prakasa,30,Konsultan,8.95,0.39,0.65,1,2025-07-19
CUST16587,Queen Mustofa,59,Pengusaha,33.45,0.24,0.44,0,2025-02-22
CUST16588,Sutan Cahyo Saptono,21,Arsitek,16.62,0.24,0.99,1,2025-09-22
CUST16589,Pardi Haryanto,53,Arsitek,33.37,0.09,0.73,0,2024-12-01
CUST16590,Vicky Pudjiastuti,61,Freelancer,4.55,0.14,0.1,0,2025-08-29
CUST16591,"dr. Warta Hutasoit, S.Gz",52,Blogger,5.93,0.39,0.1,0,2025-07-19
CUST16592,Balangga Haryanti,30,Pensiunan,7.9,0.09,0.43,0,2025-02-15
CUST16593,Raina Safitri,34,Pensiunan,2.73,0.16,0.72,0,2025-06-20
CUST16594,"H. Argono Gunawan, S.Sos",23,Freelancer,4.43,0.23,0.69,0,2025-08-28
CUST16595,Bancar Fujiati,46,Arsitek,16.08,0.19,0.98,1,2024-11-30
CUST16596,R. Elvina Jailani,31,Konsultan,11.91,0.03,0.6,0,2025-07-22
CUST16597,H. Teddy Hidayanto,52,Pensiunan,4.37,0.72,0.79,0,2024-12-30
CUST16598,"Jasmin Waskita, S.H.",24,PNS,3.13,0.9,0.0,1,2025-01-23
CUST16599,"Sutan Galiono Wahyudin, M.M.",61,Karyawan Swasta,8.09,0.8,0.36,0,2025-06-12
CUST16600,Drs. Mahdi Andriani,39,Designer,9.56,0.99,0.56,1,2025-02-20
CUST16601,Ami Latupono,45,Driver Online,2.57,0.55,0.95,0,2025-05-24
CUST16602,R.M. Gamanto Wijayanti,56,Karyawan Swasta,9.7,0.73,0.61,0,2025-10-12
CUST16603,"dr. Devi Wacana, S.I.Kom",56,Programmer,13.75,0.6,0.55,1,2025-09-11
CUST16604,Latika Samosir,59,Designer,16.64,0.72,0.19,0,2025-10-31
CUST16605,Nadia Widiastuti,33,Guru,6.31,0.52,0.67,1,2025-04-06
CUST16606,Olivia Prasasta,44,Koki,2.05,0.61,0.41,1,2025-10-21
CUST16607,Eva Lailasari,65,Engineer,13.06,0.87,0.25,1,2025-03-14
CUST16608,Estiono Anggraini,27,Karyawan Swasta,8.62,0.9,0.96,1,2025-07-02
CUST16609,Candra Sirait,42,Driver Online,2.62,0.11,0.56,0,2024-11-27
CUST16610,Queen Hariyah,27,Programmer,15.7,0.81,0.99,1,2025-01-26
CUST16611,Reksa Puspita,32,Driver Online,3.6,0.18,0.74,0,2025-01-23
CUST16612,Jaeman Waskita,23,Konsultan,6.9,0.16,0.98,1,2025-04-12
CUST16613,Nadine Wibowo,35,Content Creator,7.67,0.72,0.52,1,2025-11-08
CUST16614,Ellis Hardiansyah,58,Mahasiswa,4.49,0.09,0.64,0,2024-12-14
CUST16615,"Opan Fujiati, S.Farm",24,Freelancer,4.81,0.96,0.79,1,2025-01-16
CUST16616,Balapati Wahyuni,28,Pensiunan,6.96,0.31,0.15,0,2025-09-17
CUST16617,Asman Hasanah,32,Marketing,14.41,0.36,0.53,0,2025-11-21
CUST16618,"Hairyanto Nainggolan, M.Kom.",41,Pensiunan,5.12,0.24,0.69,0,2025-08-01
CUST16619,Usyi Gunarto,18,Pengusaha,15.54,0.64,0.68,1,2025-06-24
CUST16620,"Sakura Siregar, S.I.Kom",34,Koki,3.0,0.05,0.51,0,2025-01-07
CUST16621,Lalita Firgantoro,63,Blogger,2.43,0.65,0.85,0,2025-03-20
CUST16622,Mutia Iswahyudi,26,Koki,6.58,0.19,0.84,0,2025-06-10
CUST16623,"Cut Gilda Pratama, M.Kom.",41,Manager,26.78,0.34,0.57,1,2025-08-04
CUST16624,Iriana Wijaya,59,Programmer,7.9,0.04,0.41,0,2025-01-29
CUST16625,Ir. Gabriella Saragih,63,Koki,7.32,0.91,0.91,0,2024-12-16
CUST16626,Jamil Adriansyah,48,PNS,5.95,0.75,0.99,1,2025-10-25
CUST16627,Dewi Wijayanti,59,Koki,6.65,0.37,0.97,0,2025-10-18
CUST16628,Ayu Nababan,52,Pengusaha,10.1,0.53,0.64,0,2025-10-07
CUST16629,R.A. Ella Mandala,37,Freelancer,1.58,0.2,0.1,0,2025-05-04
CUST16630,T. Martani Yuliarti,39,Sales,6.84,0.27,0.34,0,2025-10-11
CUST16631,"dr. Hamzah Sihotang, S.Psi",33,Pensiunan,6.78,0.75,0.1,0,2025-11-22
CUST16632,Dewi Hakim,56,Sales,8.36,0.05,0.54,0,2025-09-04
CUST16633,Titin Andriani,43,Engineer,19.9,0.98,0.73,1,2025-08-05
CUST16634,"Ir. Gandi Pratama, S.Kom",37,Dokter,10.78,0.53,0.06,0,2025-03-23
CUST16635,Gawati Hakim,29,Marketing,11.43,0.46,0.93,1,2025-03-05
CUST16636,Tania Jailani,37,PNS,2.12,0.04,0.09,0,2025-03-01
CUST16637,Ana Mardhiyah,53,Pengusaha,10.28,0.68,0.22,1,2024-12-11
CUST16638,Safina Yulianti,52,Blogger,24.33,0.89,0.1,1,2025-01-18
CUST16639,Raihan Andriani,31,YouTuber,7.82,0.96,0.65,1,2025-09-22
CUST16640,Ajiono Mansur,32,Designer,18.85,0.23,0.15,0,2025-09-06
CUST16641,"dr. Langgeng Mayasari, S.H.",46,Pensiunan,3.53,0.16,0.23,0,2025-06-10
CUST16642,"Cakrawala Januar, S.Farm",27,Blogger,24.29,0.59,0.88,1,2025-03-20
CUST16643,Kamal Firgantoro,27,Pengusaha,13.96,0.65,0.49,1,2025-01-30
CUST16644,Cut Nova Sitompul,19,Wiraswasta,4.36,0.59,0.84,1,2025-08-17
CUST16645,Novi Sihombing,21,Pengusaha,33.58,0.77,0.17,1,2025-07-16
CUST16646,Zamira Wastuti,51,Designer,19.4,0.46,0.23,0,2025-08-29
CUST16647,"Garang Saragih, M.TI.",27,Marketing,8.14,0.81,0.36,1,2025-08-03
CUST16648,Nardi Siregar,52,PNS,4.3,0.5,0.64,0,2025-09-22
CUST16649,Agus Hutapea,49,Dosen,10.98,0.54,0.78,1,2025-01-05
CUST16650,Sutan Mahfud Andriani,54,Content Creator,3.08,0.44,0.12,0,2025-02-07
CUST16651,Radit Ramadan,41,Akuntan,15.71,0.26,0.45,0,2025-03-06
CUST16652,Hj. Yessi Zulaika,64,Freelancer,1.49,0.77,0.57,0,2025-08-16
CUST16653,Ika Tarihoran,44,Akuntan,15.32,0.06,0.75,1,2025-02-08
CUST16654,"Raina Widiastuti, S.IP",57,Engineer,5.53,0.47,0.67,0,2025-01-14
CUST16655,"Drs. Laila Marpaung, S.I.Kom",63,Perawat,3.14,0.91,0.5,0,2025-04-03
CUST16656,Gina Simanjuntak,32,Karyawan Swasta,7.39,0.95,0.56,1,2025-08-09
CUST16657,Karen Rahimah,21,Sales,4.9,0.68,0.46,0,2025-04-26
CUST16658,Gilda Uwais,34,Guru,5.1,0.48,0.15,0,2024-12-21
CUST16659,Irma Mandala,34,Pengusaha,20.01,0.91,0.22,1,2025-09-01
CUST16660,"dr. Widya Laksmiwati, S.Pt",62,Dosen,20.47,0.47,0.53,0,2024-12-24
CUST16661,Praba Yuliarti,64,Akuntan,12.84,0.84,0.76,0,2025-01-21
CUST16662,R.A. Sabrina Thamrin,41,Konsultan,17.65,0.85,0.51,1,2025-04-06
CUST16663,Prima Natsir,25,Guru,9.93,0.5,0.61,1,2025-06-11
CUST16664,"KH. Liman Kuswoyo, S.Ked",26,Driver Online,3.18,0.04,0.47,0,2025-01-29
CUST16665,Rahman Wahyuni,59,Konsultan,19.51,0.89,0.22,1,2025-10-15
CUST16666,Baktiadi Nashiruddin,32,Arsitek,12.56,0.2,0.41,1,2025-08-05
CUST16667,Hilda Iswahyudi,26,Engineer,16.78,0.3,0.57,1,2025-07-14
CUST16668,"Hj. Fitria Simanjuntak, S.T.",21,Konsultan,8.56,0.7,0.27,1,2025-01-03
CUST16669,Dadi Iswahyudi,36,Koki,6.75,0.22,0.53,0,2025-04-12
CUST16670,"Drs. Paiman Pudjiastuti, S.Pt",61,Freelancer,1.92,0.16,0.29,0,2024-12-30
CUST16671,Dr. Rafi Narpati,59,Konsultan,11.37,0.61,0.03,0,2025-08-01
CUST16672,Sutan Teguh Kuswoyo,42,Akuntan,10.17,0.24,0.33,0,2025-02-11
CUST16673,"Maida Sudiati, S.IP",37,Driver Online,4.17,0.17,0.01,0,2025-08-20
CUST16674,Adiarja Adriansyah,22,Programmer,10.24,0.97,0.88,1,2025-05-04
CUST16675,Dimaz Laksmiwati,64,Marketing,10.62,0.89,0.96,1,2024-12-16
CUST16676,"KH. Maryanto Farida, M.Farm",47,YouTuber,15.21,0.32,0.47,0,2025-10-15
CUST16677,drg. Jabal Halim,37,Peneliti,4.79,0.69,0.9,1,2025-07-18
CUST16678,"Lasmanto Hartati, S.Pt",42,Programmer,18.53,0.44,0.74,1,2025-04-18
CUST16679,Umi Haryanti,48,Guru,8.07,0.93,0.44,0,2025-08-21
CUST16680,Bagya Kusmawati,27,Dosen,28.13,0.39,0.79,1,2025-05-01
CUST16681,Salwa Palastri,24,Dokter,10.25,0.13,0.49,0,2025-06-09
CUST16682,"R.M. Prabu Wasita, M.Ak",39,Akuntan,8.72,0.71,0.97,0,2025-04-18
CUST16683,Putri Marpaung,20,Akuntan,8.67,0.41,0.96,0,2025-02-19
CUST16684,Virman Waluyo,33,Koki,3.86,0.28,0.53,0,2025-03-26
CUST16685,Vicky Yulianti,42,Programmer,19.92,0.45,0.46,1,2025-11-15
CUST16686,Mulyanto Farida,29,Programmer,12.38,0.46,0.98,1,2025-07-11
CUST16687,Halim Safitri,47,Karyawan Swasta,7.3,0.78,0.62,0,2025-05-06
CUST16688,"Nardi Kuswoyo, S.T.",18,Akuntan,12.94,0.82,0.32,1,2025-02-11
CUST16689,Dr. Atma Saputra,29,Pengusaha,22.27,0.42,0.77,1,2025-05-18
CUST16690,Paris Yuliarti,52,Arsitek,24.1,0.23,0.14,0,2025-04-20
CUST16691,Kamila Hutagalung,22,Engineer,15.99,0.49,0.12,1,2025-02-16
CUST16692,Kariman Hidayanto,35,Peneliti,4.39,0.69,0.9,0,2025-09-30
CUST16693,Olga Suryatmi,43,Dosen,15.33,0.57,0.54,0,2025-07-15
CUST16694,Puti Vivi Hartati,19,Koki,2.01,0.69,0.43,0,2025-07-26
CUST16695,Zelaya Putra,56,Designer,15.43,0.83,0.67,1,2025-04-21
CUST16696,Najwa Budiman,53,Designer,6.93,0.81,0.46,1,2025-09-24
CUST16697,H. Muhammad Hastuti,50,Freelancer,3.05,0.53,0.89,1,2025-02-17
CUST16698,Cager Mangunsong,45,PNS,2.89,0.7,0.82,0,2024-12-03
CUST16699,R.A. Gawati Manullang,30,Manager,11.77,0.35,0.51,1,2025-06-12
CUST16700,Sari Dongoran,41,YouTuber,14.54,0.1,0.9,1,2025-02-10
CUST16701,Yoga Rahmawati,62,Engineer,7.69,0.86,0.6,0,2025-03-11
CUST16702,Lanang Firgantoro,18,Freelancer,4.81,0.19,0.04,0,2025-04-30
CUST16703,Johan Waskita,32,Dosen,30.38,0.41,0.8,1,2025-09-30
CUST16704,"Raden Rahayu, S.Kom",61,Wiraswasta,3.6,0.34,0.45,0,2025-06-14
CUST16705,Hairyanto Napitupulu,32,Blogger,12.09,0.61,0.5,0,2025-05-16
CUST16706,Balangga Kuswandari,37,Designer,16.2,0.58,0.76,1,2024-12-02
CUST16707,"Utama Saputra, M.TI.",47,Pensiunan,6.07,1.0,1.0,1,2025-02-26
CUST16708,Daruna Wahyudin,31,Karyawan Swasta,8.51,0.78,0.32,1,2025-09-26
CUST16709,Danang Anggriawan,31,Marketing,13.74,0.26,0.2,0,2025-03-01
CUST16710,Jasmin Yuliarti,35,Guru,8.54,0.03,0.53,0,2024-12-16
CUST16711,Carub Gunarto,49,Designer,10.55,0.27,0.14,0,2025-10-19
CUST16712,Adhiarja Pradana,28,Content Creator,10.89,0.7,0.25,1,2025-09-19
CUST16713,"R.A. Ajeng Hakim, S.Farm",19,Arsitek,21.54,0.53,0.92,1,2025-01-15
CUST16714,Hilda Kuswoyo,60,Engineer,7.93,0.26,0.87,1,2025-04-22
CUST16715,"Tomi Nuraini, M.Ak",59,Karyawan Swasta,4.28,0.16,0.7,0,2025-08-16
CUST16716,Cinta Putra,45,Dokter,23.67,0.89,0.64,1,2025-05-14
CUST16717,Vanya Siregar,52,Dokter,13.41,0.43,0.2,0,2025-03-30
CUST16718,"Opung Wijaya, S.Farm",43,Pengusaha,19.03,0.66,0.66,1,2025-04-30
CUST16719,Atmaja Firmansyah,40,Peneliti,5.74,0.18,0.61,0,2025-05-11
CUST16720,"Usyi Saputra, S.Pd",47,Manager,25.07,0.19,0.41,1,2025-04-08
CUST16721,Ani Nurdiyanti,55,Dosen,21.72,0.6,0.32,0,2025-11-18
CUST16722,Wulan Hasanah,19,Content Creator,3.59,0.35,0.87,1,2025-01-24
CUST16723,R. Nilam Padmasari,45,Freelancer,1.14,0.63,0.03,0,2025-07-18
CUST16724,Puti Uli Sitompul,25,Wiraswasta,5.14,0.98,0.05,0,2024-11-26
CUST16725,Waluyo Mansur,62,Konsultan,11.68,0.21,0.51,0,2025-07-23
CUST16726,Endah Budiyanto,51,Pensiunan,5.78,0.51,0.24,0,2025-01-11
CUST16727,Dr. Dimas Yuliarti,41,Mahasiswa,2.77,0.38,0.12,0,2024-11-26
CUST16728,Teguh Mandasari,55,YouTuber,3.67,0.08,0.56,0,2025-05-15
CUST16729,"Ir. Jabal Sihombing, M.Pd",21,Programmer,19.61,0.89,0.91,1,2024-12-28
CUST16730,Drajat Saputra,39,Marketing,19.07,0.96,0.69,1,2025-10-12
CUST16731,"R. Kairav Rajasa, S.Sos",38,Perawat,9.0,0.16,0.28,0,2025-07-07
CUST16732,"KH. Latif Suryono, M.M.",58,Koki,3.65,0.91,0.61,0,2025-09-08
CUST16733,Artanto Situmorang,60,Akuntan,13.98,0.8,0.96,1,2024-12-25
CUST16734,Aurora Dongoran,28,Akuntan,13.09,0.83,0.44,1,2025-10-06
CUST16735,Lukman Maheswara,22,YouTuber,23.08,0.2,0.3,1,2024-12-27
CUST16736,Yance Andriani,23,Pensiunan,7.98,0.53,0.72,1,2025-04-24
CUST16737,"Clara Hidayat, S.Pt",38,Akuntan,12.87,0.47,0.12,0,2025-02-05
CUST16738,dr. Mariadi Prayoga,22,Driver Online,1.92,0.88,0.51,1,2025-03-16
CUST16739,Pandu Haryanti,35,Arsitek,26.55,0.66,0.28,1,2024-12-13
CUST16740,Puti Icha Anggraini,50,PNS,5.79,0.88,0.26,0,2025-07-26
CUST16741,"Margana Nababan, M.Farm",33,Arsitek,34.52,0.06,0.1,0,2025-05-20
CUST16742,"Teguh Saptono, M.Farm",65,Dokter,25.55,0.39,0.69,1,2025-10-27
CUST16743,Jati Nuraini,61,Designer,19.71,0.49,0.8,1,2025-03-12
CUST16744,"Tgk. Patricia Suartini, S.Kom",43,Marketing,7.11,0.62,0.93,1,2025-03-04
CUST16745,Ir. Gaiman Damanik,33,Mahasiswa,1.73,0.77,0.01,0,2025-08-08
CUST16746,"Ir. Maimunah Hassanah, S.IP",49,Pensiunan,7.11,0.66,0.33,0,2025-09-21
CUST16747,Hj. Patricia Dongoran,65,Sales,4.15,0.8,0.04,0,2025-01-28
CUST16748,Lanang Pangestu,49,Koki,5.9,0.84,0.75,1,2025-06-22
